342	1260
342	229
342	1074
342	1126
342	923
342	305
342	905
390	17
390	1669
390	554
390	2474
390	2620
390	2398
390	629
390	1048
390	1063
390	791
390	4124
390	301
390	2294
585	108
585	3009
585	545
585	189
585	1983
585	963
585	2802
585	703
585	145
585	55
585	85
585	3652
585	82
585	610
819	160
819	1236
819	145
819	1476
910	1200
381	123
381	690
381	110
381	649
381	3
381	882
381	3702
381	2211
381	623
381	2507
381	627
485	3523
485	1983
485	2324
485	1074
485	3538
485	75
485	316
1142	2612
21	3823
21	1911
21	3542
21	210
21	860
21	839
21	229
1018	4148
1018	4147
864	2062
864	687
864	539
864	3476
864	168
864	2063
864	10
864	2194
864	91
864	507
864	171
864	108
864	1558
864	1587
864	40
864	3937
864	1023
864	1393
242	673
242	90
242	3587
242	1179
242	1187
242	1546
242	2692
242	3320
101	90
101	1683
101	629
101	1048
101	1063
101	381
754	320
754	357
754	299
754	174
754	464
754	472
754	1124
754	1218
754	892
754	13
754	1192
754	1901
754	559
754	319
754	570
754	233
754	2754
754	485
754	1146
754	53
496	113
496	1549
496	767
496	554
496	627
496	1180
496	3431
496	403
496	2249
496	2248
496	351
496	350
496	41
496	25
496	28
496	2966
496	1138
496	76
496	170
496	413
496	629
496	1048
496	1063
496	1100
496	3011
496	132
496	116
496	1479
496	212
496	355
496	497
496	10
496	746
496	26
496	401
496	293
496	83
496	71
496	515
496	380
496	22
496	191
496	166
496	1601
496	394
496	333
496	1616
496	1264
496	97
496	2579
496	386
496	205
496	537
496	335
496	23
496	3016
496	372
496	447
496	2291
496	46
496	603
462	365
462	999
462	551
462	2827
462	472
462	783
288	3564
288	820
288	2052
288	628
288	89
288	25
288	28
288	1880
288	48
288	137
288	210
288	500
288	335
288	1884
958	144
958	134
958	47
958	1922
958	418
958	30
958	817
958	1062
958	1721
958	57
958	193
958	194
958	850
958	40
958	365
635	2668
635	554
635	2575
635	1406
635	2230
635	2685
635	2097
635	2086
635	624
635	630
635	1996
635	245
635	2662
635	4131
1114	1360
712	932
712	91
712	2861
636	1193
636	562
636	86
636	9
636	551
636	55
636	132
636	116
636	182
636	107
636	50
636	48
636	293
636	22
636	210
636	1853
636	3650
636	3651
636	2348
636	582
636	27
636	2507
636	1382
636	74
394	170
394	1100
394	2579
394	386
228	3312
228	506
1132	2452
951	2452
951	2685
951	2097
951	21
951	580
1137	2916
1137	2915
1137	3240
1137	865
1137	91
1137	210
1137	1873
1137	1409
1137	274
1167	2195
1167	1776
1167	377
1167	1355
1167	200
1167	25
1167	28
1167	687
1167	267
1167	1683
1167	1880
1167	427
1167	285
1167	880
1167	1522
1167	1037
1167	2612
1167	505
1167	1023
765	90
765	660
765	92
765	107
403	2938
403	8
403	130
403	24
403	115
403	174
403	365
403	47
403	545
403	99
403	19
403	40
403	29
403	510
403	1537
403	41
403	65
403	623
403	110
403	76
403	145
403	515
403	55
403	1098
403	182
403	2119
403	1007
403	10
403	264
403	1151
403	1740
403	133
403	153
403	48
403	409
403	21
403	2505
403	13
403	1481
403	1312
403	189
403	502
403	986
403	34
403	3612
403	2655
403	627
246	782
246	554
246	421
246	76
246	768
246	433
246	1820
246	515
246	68
246	613
246	386
246	763
246	2769
112	421
112	515
112	768
112	2865
112	433
112	386
112	2769
112	558
1169	3259
1169	145
1169	539
1169	3652
1169	507
1169	923
1169	683
1169	1388
1169	2440
691	53
691	2187
372	108
372	155
372	545
372	627
372	2114
372	18
372	460
372	328
372	255
372	828
372	914
372	132
372	116
372	792
372	3597
372	202
372	75
372	189
372	1055
372	2942
39	130
39	1833
39	377
39	627
39	94
39	456
39	76
39	3734
39	132
39	116
39	1218
39	404
39	202
39	707
39	91
39	401
39	1288
39	21
39	75
39	362
39	1134
39	619
39	629
39	844
39	1043
39	92
39	107
186	65
186	515
186	55
186	132
186	116
186	2125
186	50
163	249
163	1721
31	17
31	2487
31	337
31	29
31	4148
31	85
31	801
31	366
31	82
31	3430
31	2085
31	3472
578	123
578	1714
578	168
578	3559
578	2949
578	1853
578	994
578	3702
578	3
30	287
30	337
30	791
30	85
30	797
30	82
181	2409
27	337
27	167
27	545
27	562
27	63
27	33
27	74
27	515
27	112
27	629
27	1048
27	1063
27	791
27	85
27	801
27	366
27	832
27	224
27	238
27	82
27	923
27	319
914	90
914	2045
914	2681
914	2809
914	413
914	629
914	1048
914	1063
914	732
914	685
914	2680
914	1984
884	303
884	338
884	292
884	2170
884	2182
884	211
884	13
884	2164
499	282
499	2447
499	460
499	898
499	120
499	1110
499	294
499	264
499	415
499	33
499	231
499	45
499	41
499	413
499	1683
499	168
499	653
499	340
499	34
499	1237
499	2918
499	836
499	1087
499	920
499	738
499	230
499	852
499	210
499	333
499	1195
499	388
499	886
499	278
499	2120
499	242
499	3397
499	3733
85	554
85	33
85	1406
85	624
85	630
85	85
85	2628
644	973
644	977
644	334
644	468
644	2093
644	1549
644	554
644	3164
644	1253
644	110
644	2061
644	2059
644	2068
644	76
644	1605
644	1406
644	2230
644	2685
644	2097
644	624
644	630
644	1464
644	1100
644	1316
644	1417
644	2226
644	245
644	4124
644	1948
644	3200
644	0
644	2522
644	2851
644	3588
644	335
644	1946
644	2850
644	2852
644	1930
644	2515
644	1641
644	114
644	2973
644	258
644	1393
644	2853
644	2594
644	2291
644	3807
644	1049
644	1056
1000	1228
1000	2436
1000	352
95	377
95	1362
95	629
95	1048
95	1063
95	107
95	2168
95	2056
95	114
95	1023
431	510
431	1779
594	2776
594	3576
594	2685
594	2097
594	4203
594	1034
594	1996
594	709
594	137
594	3570
594	2098
612	973
612	977
612	782
612	17
612	922
612	2447
612	460
612	4201
612	898
612	282
612	365
612	1110
612	554
612	2997
612	2996
612	848
612	1763
612	2261
612	694
612	580
612	992
612	1047
612	551
612	484
612	63
612	456
612	1447
612	2608
612	112
612	1315
612	330
612	413
612	2071
612	1591
612	1240
612	39
612	1406
612	733
612	624
612	630
612	1228
612	943
612	804
612	340
612	1159
612	646
612	636
612	936
612	1733
612	871
612	411
612	1151
612	91
612	836
612	648
612	240
612	1235
612	256
612	1349
612	21
612	347
612	210
612	2813
612	2097
612	281
612	3060
612	137
612	1073
612	2498
612	3266
612	655
612	1186
612	1450
612	901
612	2929
612	1191
612	3733
682	90
682	1362
682	76
682	1605
682	2092
682	114
682	1602
412	973
412	977
412	1462
412	3572
412	656
412	651
412	641
412	643
412	90
412	1604
412	452
412	33
412	2921
412	3346
412	676
412	85
412	82
412	1605
412	3180
412	54
412	77
412	92
412	2524
412	2485
412	1999
412	107
782	130
782	377
782	145
782	994
782	960
782	882
782	378
144	282
144	120
144	294
144	264
144	415
144	43
144	33
144	460
144	41
144	508
144	547
144	340
144	34
144	1735
144	107
144	2918
144	1533
144	263
144	738
144	230
144	333
144	226
144	266
144	324
144	2187
144	53
144	571
144	578
144	1531
144	36
144	227
144	924
144	1868
518	63
518	1362
518	1768
518	510
518	200
518	1779
1013	365
1013	545
1013	1362
1013	202
1013	763
1013	47
1013	2039
587	1966
587	90
587	3789
587	454
587	1678
587	1709
498	973
498	977
498	1750
498	90
498	2928
498	94
498	40
498	29
498	33
498	1092
498	704
498	868
498	482
498	1369
498	383
498	1315
498	76
498	1240
498	34
498	1432
498	707
498	1658
498	230
498	2071
498	2682
498	732
498	1605
498	532
498	4190
498	1449
498	299
498	1410
498	114
498	92
498	107
291	90
291	465
291	63
291	629
291	1048
291	1063
647	365
647	47
647	413
647	751
647	464
647	472
647	707
647	817
647	764
647	991
647	189
647	906
647	1109
84	91
374	327
374	554
374	351
374	350
374	112
374	1479
374	212
374	202
374	178
374	2763
374	537
374	372
374	92
374	107
168	2458
168	131
168	2411
168	627
234	922
234	2447
234	460
234	554
234	628
234	413
234	505
234	1683
234	1406
234	624
234	630
234	1967
234	989
234	107
234	437
234	4119
234	245
234	483
234	410
234	92
234	2900
621	108
621	155
621	12
621	1273
621	1258
621	980
621	324
212	565
212	1128
212	115
212	1319
212	320
212	139
212	1002
212	357
212	12
212	99
212	19
212	299
212	174
212	18
212	515
212	279
212	85
212	313
212	368
212	404
212	2188
212	376
212	816
212	83
212	133
212	153
212	48
212	164
212	166
212	262
212	54
212	13
212	1070
212	1206
212	258
212	980
212	556
212	119
212	1525
212	324
212	321
212	34
212	409
212	559
212	319
212	388
212	1787
212	570
212	1085
212	2754
212	211
212	1836
212	157
212	2082
212	23
212	97
212	1023
212	2303
212	53
583	90
583	189
583	227
583	374
583	2119
583	1007
583	30
583	1927
583	581
583	732
583	1605
583	258
583	2092
583	1023
583	3391
583	92
583	107
121	580
121	2941
121	936
121	91
746	554
746	3164
746	90
746	33
746	709
746	262
746	1999
746	1948
264	90
264	1187
264	1389
264	660
264	381
264	2329
264	3956
264	92
264	107
178	554
178	1180
178	245
178	3456
178	3458
178	1178
110	365
110	47
110	515
110	1034
110	464
110	472
110	817
730	377
730	365
730	926
730	314
730	61
730	3
730	1853
730	994
730	123
730	211
730	13
730	1960
730	114
730	831
985	203
985	568
985	2461
985	1778
985	3778
149	1124
149	572
149	1070
197	130
197	1833
197	1294
197	189
197	3500
197	74
197	200
197	255
197	145
197	55
197	464
197	472
197	132
197	116
197	106
197	362
197	1835
197	882
197	1291
197	2507
197	627
860	53
310	115
310	357
310	470
310	13
310	1070
688	365
688	673
688	3044
688	90
688	354
688	1921
688	3789
688	1537
688	76
688	1976
688	413
688	325
688	819
688	21
688	92
688	107
688	1630
218	365
218	90
218	2135
218	1921
218	3789
218	1537
218	76
218	1187
218	581
218	50
218	2692
218	381
218	21
218	1460
218	1004
218	1530
429	90
429	40
429	29
429	1605
429	2092
109	267
109	1406
102	2087
102	151
102	689
803	24
803	1549
803	240
803	1100
803	882
803	2092
803	3588
441	2119
441	1007
617	1634
111	151
111	68
111	2946
603	988
603	130
603	282
603	898
603	1110
603	626
603	300
603	393
603	294
603	264
603	415
603	33
603	351
603	350
603	41
603	110
603	413
603	227
603	653
603	132
603	116
603	644
603	547
603	340
603	34
603	2918
603	886
603	822
603	1087
603	293
603	1235
603	738
603	893
603	333
603	68
603	3161
603	1043
603	493
603	210
160	130
160	377
160	365
160	139
160	2785
160	189
160	3500
160	74
160	255
160	145
160	55
160	629
160	1048
160	1063
160	132
160	116
160	164
160	994
160	882
160	68
160	2469
160	6
160	92
160	107
700	990
700	2307
700	1601
700	130
700	1760
700	545
700	627
700	189
700	2114
700	328
700	3617
700	255
700	145
700	828
700	914
700	768
700	1865
700	629
700	1048
700	1063
700	3011
700	132
700	116
700	943
700	588
700	293
700	363
700	362
700	162
700	1055
700	462
700	2695
700	13
700	582
700	3108
700	3070
700	2942
640	1995
640	898
640	282
640	848
640	663
640	1047
640	1373
640	2725
640	733
640	1159
640	945
640	2918
640	347
640	2813
640	1058
623	2261
623	1537
623	508
623	1364
623	10
623	1733
623	3370
623	528
623	924
623	294
623	550
59	42
59	325
59	673
59	418
59	1966
59	90
59	524
59	3587
59	2389
59	3789
59	1605
59	464
59	472
59	3913
59	3911
59	3508
59	30
59	3118
59	3124
59	581
59	2918
59	276
59	1658
59	3511
59	819
59	453
59	1678
59	1709
59	1680
59	0
59	1481
59	1162
59	2535
59	258
59	1826
59	4004
59	2960
59	1109
59	114
59	287
59	629
59	1675
59	844
59	92
59	107
59	1602
176	42
176	673
176	418
176	90
176	490
176	489
176	312
176	2540
176	3789
176	1187
176	1389
176	30
176	2557
176	541
176	50
176	230
176	381
176	5
176	1162
176	1620
176	1826
176	4216
176	1999
176	3956
37	138
37	1171
37	2831
37	1362
37	1506
37	1228
37	177
37	1637
37	1189
37	34
37	168
37	2832
37	2516
37	2366
37	1196
37	1204
37	964
309	24
309	145
309	1683
309	1158
309	1522
309	92
309	107
233	63
233	200
233	943
233	1522
708	504
708	1546
708	34
708	324
708	2960
549	303
88	878
88	2119
88	1007
88	1111
930	2261
930	10
822	130
1007	1797
1007	85
1007	346
1007	400
1007	82
1007	522
816	2304
816	782
816	922
816	898
816	282
816	999
816	2093
816	554
816	2997
816	848
816	1763
816	90
816	2261
816	29
816	694
816	992
816	1047
816	63
816	456
816	1447
816	240
816	146
816	112
816	628
816	330
816	1240
816	1098
816	812
816	1406
816	1034
816	733
816	624
816	630
816	245
816	2941
816	804
816	340
816	1159
816	945
816	936
816	831
816	2918
816	871
816	3434
816	411
816	48
816	91
816	764
816	293
816	3157
816	230
816	210
816	2097
816	3060
816	1073
816	1186
816	1647
816	899
816	365
47	365
47	510
47	145
47	464
47	472
47	2759
661	131
736	335
736	2781
362	365
362	74
362	145
756	377
756	3
756	994
756	1131
756	3702
268	510
268	609
268	2759
268	1257
268	265
883	115
883	1319
883	13
883	722
883	119
788	3823
788	1911
788	480
788	130
788	86
788	9
788	2114
788	670
788	63
788	456
788	1897
788	568
788	328
788	1138
788	145
788	170
788	55
788	1302
788	2723
788	288
788	132
788	116
788	85
788	245
788	793
788	2004
788	2009
788	2119
788	1007
788	1145
788	293
788	478
788	316
788	271
788	462
788	610
788	2769
788	768
788	2579
788	235
788	252
788	338
788	395
808	365
808	848
808	663
808	3726
808	1537
808	413
808	533
808	264
808	1733
808	3370
565	63
565	200
565	76
565	1683
565	629
565	1048
565	1063
565	943
565	958
130	623
130	1193
130	562
130	65
130	629
130	1048
130	1063
130	1074
130	34
130	1237
130	54
130	409
130	75
130	5
130	994
130	13
130	1287
130	2507
589	34
589	1237
589	827
589	2430
273	115
273	1319
273	320
273	1466
273	357
273	12
273	99
273	18
273	279
